STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
41,39,3000,1400000US41039003000,41039003000,30,Lane,OR,Oregon,"Census Tract 30, Lane County, Oregon",4542,282,8844,1.546,0.6439,1.146,0.6274,0.4572,0.2133,0.713,0.6079,1.9914,0.5485,0,0.6911,0,0.807,0,0,1.4981,0.7513,0.3853,0.6023,0.3495,1.3371,0.2918,0.5192,0.7666,0,1.2858,0.6172,0.7702,0.7702,0.7702,6.8826,0.7059,0.2267,0.2267,0.2267,0.5274,0.2501,0.4719,0.5712,0.813,0.3364,0.2844,3.2544,0.4486,0.9279,0.1654,0.7152,0.562,2.3705,0.7915,0,0.6153,0.6153,0.3388,6.4669,0.4401,0,1,1,0,0,2,0.4,0.67,7.62,0.59,33.6,0,59.49,0,16.49,0,0,100,70.04,11.83,39.41,100,0,92.91,11.2,31.3518,5.3,4.6,36.3,39.1117,4.9,10.6,26.6,16.3,16,1.8,0,0.6,27.6,10.4,8.3,12.6,9.6,0.249,0.6732,0.8508,0.3566,0.339
41,39,3101,1400000US41039003101,41039003101,31.01,Lane,OR,Oregon,"Census Tract 31.01, Lane County, Oregon",6243,454,4585,1.0806,0.4023,0.6806,0.2658,0.5508,0.2059,0.5115,0.5105,1.7787,0.4604,0,0.3926,0,0,0,0,0.3926,0.271,0.3853,0.354,0.2196,0.9589,0.071,0,0.7666,0,0.7666,0.3209,0.7702,0.7702,0.7702,4.667,0.219,0.3459,0.3459,0.3459,0.4648,0.226,0.2569,0.5602,0.5144,0.1808,0.3043,2.5074,0.29,0.6961,0.4725,0.517,0.5938,2.2794,0.7289,0.6849,0.7789,1.4638,0.8592,6.5965,0.4616,0,1,1,0,0,2,0.4,1,7.56,0.41,31.33,0,3.96,0,0,0,0,100,48.93,13.56,0,100,0,92.91,18.2,28.1579,4.9,3.1,35.5,26.6611,3.1,11.1,19,21.7,12.8,2.1,4.3,1.9,29,10.6,8.4,13.1,9.8,0.3259,0.718,0.8659,0.3826,0.397
41,39,3102,1400000US41039003102,41039003102,31.02,Lane,OR,Oregon,"Census Tract 31.02, Lane County, Oregon",7777,458,6031,1.6579,0.6926,1.2579,0.7023,0.5508,0.2059,0.6329,0.5282,1.9178,0.5197,0,0.5629,0,0.8496,0,0,1.4125,0.7218,0.3853,0.2071,0.1654,0.7578,0.0245,0.649,0.7666,0,1.4156,0.6891,0.7702,0.7702,0.7702,6.2739,0.5784,0.5669,0.5669,0.5669,0.8686,0.1488,0.6489,0.9152,0.885,0.5093,0.6134,4.5892,0.731,0.2675,0.1023,0.4745,0.7591,1.6034,0.1939,0.4399,0.7445,1.1844,0.7266,7.9439,0.6795,0,1,0,1,0,2,0.4,1,7.56,0.51,31.75,0,25.62,0,29.13,0,0,100,33.49,14.21,72.01,100,0,92.91,36,55.0234,3.6,6.1,73.7,44.1795,7.2,19.9,11.7,13.9,12.2,4.9,0.4,1.5,20.7,12.1,4.6,18.5,7.3,0.0402,0.9111,0.1239,0.1023,0.8843
41,39,3201,1400000US41039003201,41039003201,32.01,Lane,OR,Oregon,"Census Tract 32.01, Lane County, Oregon",3131,334,1886,1.5617,0.6504,1.1617,0.6381,0.5508,0.1972,0.5501,0.4989,1.797,0.4689,0,0.8577,0,0,0,0,0.8577,0.5172,0.3853,0.7106,0.1573,1.2532,0.2227,0.3761,0.7666,0,1.1427,0.5483,0.7702,0.7702,0.7702,5.8208,0.4746,0.3459,0.3459,0.3459,0.6851,0.4585,0.4989,0.797,0.8629,0.3448,0.33,3.9772,0.6082,0.3684,0.3456,0.9089,0.4203,2.0432,0.5326,0.762,0.8679,1.6299,0.938,7.9962,0.6871,0,1,0,1,0,2,0.4,1,7.49,0.44,31.05,0,100,0,0,0,0,100,78.48,14.33,14.74,100,0,92.91,18.2,40.1915,9,4.8,56.4,42.4314,5,11.8,13.5,19.9,21.5,0.9,8.3,3.6,26.8,11.5,6.4,16.6,9.2,0.2085,0.8594,0.4287,0.3056,0.767
41,39,3202,1400000US41039003202,41039003202,32.02,Lane,OR,Oregon,"Census Tract 32.02, Lane County, Oregon",4059,285,2364,1.5272,0.6353,1.1272,0.6146,0.5508,0.1949,0.5501,0.5403,1.8361,0.4856,0,0.8577,0,0,0,0,0.8577,0.5172,0.3853,0.5977,0.2821,1.2651,0.2321,0.7558,0.7666,0,1.5224,0.7579,0.7702,0.7702,0.7702,6.2515,0.5731,0.3021,0.3021,0.3021,0.5918,0.2858,0.4719,0.7757,0.6978,0.4619,0.4479,3.7328,0.5547,0.663,0.1992,0.7491,0.4203,2.0316,0.5216,0.4769,0.6153,1.0922,0.6952,7.1587,0.5541,0,1,0,1,0,2,0.4,1,7.47,0.44,32.02,0,100,0,0,0,0,100,69.63,12.78,97.17,100,0,92.91,15.4,34.6883,5.9,4.6,54,33.2968,6.5,15,18.4,17.2,16.7,0.9,0.6,0.6,25.8,11.3,6.4,15.7,9.5,0.1625,0.836,0.4287,0.344,0.6859
41,39,3301,1400000US41039003301,41039003301,33.01,Lane,OR,Oregon,"Census Tract 33.01, Lane County, Oregon",3256,304,2800,1.8735,0.7763,1.4735,0.8227,0.5508,0.1874,0.4441,0.5073,1.6896,0.4228,0,0.6752,0,0.6794,0,0,1.3546,0.7039,0.3853,0.8899,0.1775,1.4527,0.3987,0.6234,0.7666,0,1.39,0.6737,0.7702,0.7702,0.7702,6.6571,0.6606,0.4107,0.4107,0.4107,0.8858,0.5016,0.8605,0.7454,0.8511,0.5781,0.5778,5.0003,0.8043,0.2308,0.7072,0.763,0.6129,2.3139,0.7537,0.5509,0.6153,1.1662,0.7198,8.8911,0.8129,0,1,0,1,0,2,0.4,1,7.41,0.36,31.26,0,54.72,0,1.95,0,0,100,91.32,14.06,64.98,100,0,92.91,22.6,56.9492,9.9,9.6,50.8,41.5895,8.3,18.8,11,25.1,17,2.3,1.2,0.6,28.3,12.3,6.2,18.5,10.7,0.2856,0.9233,0.3868,0.4978,0.8843
41,39,3302,1400000US41039003302,41039003302,33.02,Lane,OR,Oregon,"Census Tract 33.02, Lane County, Oregon",3523,289,5574,1.7721,0.7392,1.3721,0.7692,0.5508,0.1886,0.5746,0.6024,1.9164,0.5192,0,0.8369,0,0.6902,0,0,1.5271,0.7618,0.3853,0.7172,0.0591,1.1616,0.1607,0.7891,0.5987,0,1.3878,0.6724,0.7702,0.7702,0.7702,6.7631,0.6826,0.3646,0.3646,0.3646,0.8387,0.3465,0.838,0.7997,0.5441,0.3531,0.2844,4.0045,0.6139,0.2997,0.1761,0.9068,0.6861,2.0687,0.5563,0.795,0.7789,1.5739,0.9142,8.0117,0.6895,0,1,0,1,0,2,0.4,1,7.42,0.46,33.47,0,98.55,0,2.45,0,0,100,78.96,15.78,100,73.54,0,92.91,19.4,51.963,6.9,9,56.7,27.5731,5.1,10.6,12.3,16.6,21.4,3.3,10.4,1.9,27.9,12.3,6,18.6,10.7,0.264,0.9233,0.3472,0.4978,0.8885
41,39,3400,1400000US41039003400,41039003400,34,Lane,OR,Oregon,"Census Tract 34, Lane County, Oregon",5132,397,6931,1.9467,0.8026,1.5467,0.8588,0.5508,0.1794,0.4149,0.5903,1.7354,0.4418,0,0.8559,0,0.9742,0,0,1.8301,0.8771,0.3853,0.873,0.1706,1.4289,0.376,0.7891,0.5746,0,1.3637,0.6584,0.7704,0.7704,0.7704,7.1285,0.7518,0.4283,0.4283,0.4283,0.85,0.6527,0.8251,0.8152,0.7659,0.778,0.555,5.2419,0.8443,0.2164,0.4,0.6937,0.6799,1.99,0.4833,0.4558,0.6383,1.0941,0.6958,8.7543,0.7949,0,1,0,1,0,2,0.4,1,7.35,0.34,33.18,0,99.97,0,98.13,0,0,100,90.19,14.17,100,67.94,0,92.92,23.9,53.0942,13.7,8.7,58.5,36.4811,12.8,18.1,10.7,20.7,15.6,3.2,0.5,0.7,26.6,12.5,5.6,19.7,10.4,0.1989,0.9343,0.2747,0.4605,0.9307
41,39,3500,1400000US41039003500,41039003500,35,Lane,OR,Oregon,"Census Tract 35, Lane County, Oregon",4749,395,3416,1.7297,0.7226,1.3297,0.7454,0.5508,0.172,0.3551,0.5811,1.659,0.4091,0,0.6479,0,0.7733,0,0,1.4212,0.7247,0.4455,0.3933,0.7328,1.5716,0.5092,0.7666,0.3278,0,1.0944,0.5265,0.8376,0.8376,0.8376,6.5838,0.6449,0.3924,0.3924,0.3924,0.4201,0.4533,0.8467,0.3148,0.5889,0.7474,0.3743,3.7455,0.5576,0.5203,0.5761,0.6178,0.7358,2.45,0.8383,0.7539,0.6383,1.3922,0.8201,7.9801,0.6848,0,1,0,1,0,2,0.4,1,7.3,0.3,32.96,0,46.9,0,9.97,0,0,93.84,52.31,6.38,98.62,20.26,0,99,21.3,26.0659,8.9,9.2,21.5,29.0854,11.9,13,16,23.1,14.3,4.3,7.8,0.7,28.1,11.4,7.1,15.8,10.1,0.2742,0.848,0.5871,0.4209,0.6957
41,39,3600,1400000US41039003600,41039003600,36,Lane,OR,Oregon,"Census Tract 36, Lane County, Oregon",3770,412,12908,1.3335,0.5418,1.1335,0.6188,0.5508,0.1961,0.4853,0.626,1.8582,0.4949,0,0.6551,0,0,0,0,0.6551,0.4044,0.4697,0.4687,0.5919,1.5303,0.4722,0.6128,0.57,0,1.1828,0.5666,0.6319,0.6319,0.6319,5.8583,0.4841,0.2286,0.2286,0.2286,0.6461,0.5061,0.838,0.4231,0.6645,0.7812,0.5279,4.3869,0.6926,0.6961,0.1045,0.5851,0.2881,1.6738,0.2351,0.9102,0.5527,1.4629,0.8586,7.7522,0.6494,0,1,0,0,0,1,0.2,1,7.48,0.39,34.03,0,48.93,0,0,0,0,88.33,58.84,7.94,62.31,66.92,0,69.99,11.3,37.7984,10,9,27,31.9162,12.9,17.3,19,14,13.8,0.4,22,0.4,30.7,11.3,7.4,15.1,11.2,0.4272,0.836,0.6609,0.5598,0.6272
41,39,3700,1400000US41039003700,41039003700,37,Lane,OR,Oregon,"Census Tract 37, Lane County, Oregon",4843,391,22621,1.5012,0.6237,1.1012,0.5958,0.5508,0.2059,0.6842,0.5444,1.9853,0.5463,0,0.5939,0,0.9192,0,0,1.5131,0.7569,0.3853,0.2669,0.0231,0.6753,0.0139,0.7891,0.5909,0,1.38,0.668,0.7736,0.7736,0.7736,6.3273,0.59,0.4794,0.4794,0.4794,0.9888,0.0451,0.9932,0.9724,0.9946,0.1632,0.8713,5.0286,0.8093,0.0065,0.0205,0.1814,0.1916,0.4,0.0065,0,0.9919,0.9919,0.6613,6.8999,0.5112,0,1,0,1,0,2,0.4,1,7.56,0.56,32.11,0,32.73,0,61.47,0,0,100,40.4,16.83,100,71.69,0,93.22,28,78.5607,1.6,24.2,89.2,64.6904,2.9,31.6,0.9,3,8.1,0.1,0,58.7,10.4,14.1,1.3,26.3,2.9,0.0018,0.9804,0.0041,0.0045,0.9974
41,39,3800,1400000US41039003800,41039003800,38,Lane,OR,Oregon,"Census Tract 38, Lane County, Oregon",8932,1013,15309,1.6071,0.6711,1.2071,0.6691,0.5508,0.2095,0.7998,0.7313,2.2914,0.6484,0,0,0,0.9811,0,0,0.9811,0.6009,0.3853,0.2951,0.032,0.7124,0.018,0.7891,0.5748,0,1.3639,0.6586,0.8127,0.8127,0.8127,6.1615,0.553,0.519,0.519,0.519,0.9971,0.0537,0.964,0.9946,0.9992,0.5721,0.8165,5.3972,0.8693,0.0083,0.0169,0.3508,0,0.376,0.006,0.5337,0.955,1.4887,0.8724,7.7809,0.6541,0,1,0,1,0,2,0.4,1,7.59,0.7,36.61,0,0,0,100,0,0,100,43.3,16.47,100,68.01,0,97.18,31.6,86.892,1.8,15.6,99.8,75.883,8.2,28.1,1.5,1.8,10.5,0,1,12,12.3,14.4,1.3,27.7,3.8,0.0041,0.9849,0.0041,0.0091,0.9986
41,39,3900,1400000US41039003900,41039003900,39,Lane,OR,Oregon,"Census Tract 39, Lane County, Oregon",3702,344,15731,1.91,0.7895,1.51,0.8413,0.4572,0.2133,0.8344,0.7566,2.2615,0.6391,0,0.6829,0,0.9811,0,0,1.664,0.8112,0.3853,0.512,0.0011,0.8984,0.0532,0.7891,0.7666,0,1.5557,0.7805,0.9006,0.9006,0.9006,7.2802,0.7783,0.3724,0.3724,0.3724,0.9513,0.4736,0.6579,0.9886,0.9304,0.6178,0.7884,5.408,0.871,0.4036,0.0266,0.9208,0.2137,1.5647,0.1734,0,0.9567,0.9567,0.6201,8.3018,0.7317,0,1,0,1,0,2,0.4,0.67,7.62,0.76,37.3,0,56.99,0,100,0,0,100,62.54,18.94,100,100,0,99.99,19.9,66.7176,9.3,6.2,96.9,48.6132,9,26.6,14.1,4.9,22.1,0.2,0,12.6,26.1,12.3,5.3,20.5,10.1,0.176,0.9233,0.2235,0.4209,0.9518
41,39,4000,1400000US41039004000,41039004000,40,Lane,OR,Oregon,"Census Tract 40, Lane County, Oregon",2473,187,4457,2.1648,0.87,1.7648,0.9494,0.4572,0.2191,0.8494,0.8065,2.3322,0.6603,0,0.7687,0,0.9396,0,0,1.7083,0.8271,0.3853,0.7214,0.0709,1.1776,0.1708,0.7891,0.7666,0,1.5557,0.7805,0.7737,0.7737,0.7737,7.5475,0.8221,0.3895,0.3895,0.3895,0.9049,0.5241,0.9321,0.9567,0.8849,0.7714,0.7628,5.7369,0.919,0.8619,0.0403,0.8779,0.6918,2.4719,0.8498,0.6771,0.7932,1.4703,0.8629,10.0686,0.9427,0,1,0,1,0,2,0.4,0.67,7.66,0.79,38.72,0,82.8,0,74.97,0,0,100,79.26,15.56,100,100,0,93.23,21.1,59.3611,10.4,12.6,83.7,44.174,12.6,25.4,23.1,8,20.2,3.4,4,2.1,28.1,12.1,6.6,17.7,11.1,0.2742,0.9111,0.471,0.5479,0.8433
41,39,4100,1400000US41039004100,41039004100,41,Lane,OR,Oregon,"Census Tract 41, Lane County, Oregon",4575,401,2391,1.6293,0.6806,1.2293,0.6839,0.4572,0.228,0.8239,0.7114,2.2205,0.6268,0,0.7061,0,0.6683,0,0,1.3744,0.7095,0.3853,0.7587,0.3724,1.5164,0.4591,0.7822,0.7233,0,1.5055,0.7467,0.7846,0.7846,0.7846,7.4014,0.7985,0.2492,0.2492,0.2492,0.6673,0.1851,0.7663,0.5345,0.7209,0.5601,0.4513,3.8855,0.5883,0.5559,0.2205,0.6473,0.2137,1.6374,0.2135,0,0.6383,0.6383,0.3566,6.4104,0.4308,0,1,0,1,0,2,0.4,0.67,7.72,0.74,36.11,0,63.97,0,1.45,0,0,100,82.17,11.42,99.81,97.33,0,94.14,12.4,39.1133,4.2,7.6,33.8,34.3216,8,15.1,16.6,17.7,14.8,0.2,0,0.7,27.4,11.4,7,15.6,9.9,0.2385,0.848,0.5632,0.3955,0.6768
41,39,4200,1400000US41039004200,41039004200,42,Lane,OR,Oregon,"Census Tract 42, Lane County, Oregon",3394,379,5758,2.1451,0.8643,1.7451,0.9423,0.4572,0.2263,0.8181,0.7849,2.2865,0.6466,0,0.8014,0,0.916,0,0,1.7174,0.8303,0.3853,0.8401,0.0622,1.2876,0.2506,0.7891,0.7666,0,1.5557,0.7805,0.853,0.853,0.853,7.7002,0.845,0.49,0.49,0.49,0.9479,0.7058,0.9127,0.9398,0.9416,0.8187,0.4692,5.7357,0.9188,0.0828,0.0808,0.9881,0.7438,1.8955,0.4012,0.5337,0.9521,1.4858,0.8708,9.607,0.9001,0,1,0,1,0,2,0.4,0.67,7.71,0.73,38.06,0,91.65,0,59.57,0,0,100,88,15.72,100,100,0,99.59,28.9,66.0101,15.5,11.5,79.1,49.9677,14.1,15.6,7.4,12.6,29.6,4.5,1,11.1,26.7,12.9,4.5,21.4,10.6,0.2035,0.9511,0.1118,0.4854,0.9683
41,39,4300,1400000US41039004300,41039004300,43,Lane,OR,Oregon,"Census Tract 43, Lane County, Oregon",7493,608,14813,2.2886,0.9044,1.6886,0.9205,0.325,0.235,0.6095,0.6845,1.854,0.4932,0,0.8399,0,0.8208,0,0,1.6607,0.8098,0.4709,0.6052,0.1573,1.2334,0.2088,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,7.2131,0.7668,0.4943,0.4943,0.4943,0.8634,0.6252,0.7533,0.7208,0.9202,0.7846,0.6561,5.3236,0.8573,0.5559,0.4573,0.9345,0.5373,2.485,0.8563,0.8222,0.7007,1.5229,0.8896,9.8258,0.9218,0,1,0,1,1,3,0.6,0.33,7.76,0.49,35.41,0,98.86,0,20.08,0,0,88.05,70.28,14.33,100,100,0,100,29.3,54.4711,12.9,7.4,48.5,47.4876,13,21.3,16.6,21.5,22.9,1.6,12.5,1.1,32.6,12.7,7.4,19.5,13.6,0.5419,0.9429,0.6609,0.7812,0.9241
41,39,4401,1400000US41039004401,41039004401,44.01,Lane,OR,Oregon,"Census Tract 44.01, Lane County, Oregon",5964,506,5536,1.8353,0.7623,1.4353,0.803,0.325,0.2263,0.5618,0.6584,1.7715,0.4576,0,0.8577,0,0.864,0,0,1.7217,0.8321,0.4907,0.4799,0.1366,1.1072,0.1313,0.6392,0.7302,0,1.3694,0.6616,0.9093,0.9093,0.9093,6.8791,0.7052,0.4996,0.4996,0.4996,0.6684,0.2798,0.6489,0.8516,0.8611,0.6488,0.2807,4.2393,0.6628,0.4461,0.2407,0.8417,0.6037,2.1322,0.6115,0.6427,0.7789,1.4216,0.8359,8.2927,0.7301,0,1,0,1,0,2,0.4,0.33,7.71,0.45,34.81,0,100,0,34.47,0,0,82.97,59.81,14.58,69.32,98.08,0,100,29.8,39.1963,5.8,6.1,63.3,42.3061,9.6,10.5,14.8,18.1,19,2.2,2.8,1.9,26.7,11.6,6.6,16.8,10,0.2035,0.8701,0.471,0.4083,0.7826
41,39,4403,1400000US41039004403,41039004403,44.03,Lane,OR,Oregon,"Census Tract 44.03, Lane County, Oregon",5229,511,4995,2.1378,0.8619,1.7378,0.9397,0.4572,0.2217,0.7557,0.7396,2.1742,0.6131,0,0.8119,0,0.9675,0,0,1.7794,0.8533,0.3853,0.671,0.0904,1.1467,0.1524,0.7287,0.7411,0,1.4698,0.7238,0.9093,0.9093,0.9093,7.4794,0.8112,0.579,0.579,0.579,0.8278,0.7765,0.9007,0.8934,0.9576,0.7998,0.682,5.8378,0.9322,0.3684,0.421,0.6657,0.6217,2.0768,0.5634,0.6268,0.7534,1.3802,0.8142,9.8738,0.9266,0,1,0,1,0,2,0.4,0.67,7.68,0.64,36.83,0,94.07,0,94.09,0,0,100,75.38,15.21,92.03,99.02,0,100,37.2,50.9204,18.4,11,69.7,52.428,13.5,22.2,13.5,21,15.1,2.4,2.4,1.6,24.4,12.4,5.1,18.8,9.1,0.1122,0.9292,0.1933,0.293,0.8974
41,39,4404,1400000US41039004404,41039004404,44.04,Lane,OR,Oregon,"Census Tract 44.04, Lane County, Oregon",3172,184,1595,1.115,0.4216,0.715,0.2908,0.4572,0.2191,0.5746,0.6421,1.893,0.5095,0,0.6294,0,0.837,0,0,1.4664,0.7397,0.3853,0.5922,0.4509,1.4284,0.3755,0.4458,0.4453,0,0.8911,0.4343,0.9093,0.9093,0.9093,6.5882,0.6458,0.2637,0.2637,0.2637,0.2294,0.0416,0.2275,0.3614,0.3629,0.3622,0.1629,1.7479,0.1521,0.8505,0.2728,0.1692,0.3205,1.613,0.199,0,0,0,0,3.6246,0.0692,0,1,1,0,0,2,0.4,0.67,7.66,0.46,34.43,0,41.84,0,24.77,0,0,100,69.17,9.94,25.25,40.22,0,100,13.2,16.8348,1.5,2.9,23.8,22.4401,5.2,7.3,22.7,18.7,7.9,0.5,0,0,26.8,10.4,7.7,12.3,9,0.2085,0.6732,0.7342,0.2798,0.3036
41,39,4405,1400000US41039004405,41039004405,44.05,Lane,OR,Oregon,"Census Tract 44.05, Lane County, Oregon",4435,313,2350,0.6377,0.153,0.4377,0.1149,0.325,0.2191,0.3399,0.6201,1.5041,0.3393,0,0.4765,0,0,0,0,0.4765,0.3126,0.4203,0.24,0.7425,1.4028,0.3514,0,0.1996,0,0.1996,0.0741,0.9093,0.9093,0.9093,4.4923,0.1864,0.4204,0.4204,0.4204,0.252,0.0416,0.6286,0.2689,0.458,0.3702,0.0946,2.1139,0.214,0.806,0.4423,0.0565,0.2502,1.555,0.1688,0.4558,0.6882,1.144,0.7121,5.2333,0.2513,0,0,1,0,0,1,0.2,0.33,7.66,0.29,33.88,0,11.3,0,0,0,0,97.8,37.42,6.28,0,2.73,0,100,23.3,17.9405,1.5,5.9,19.3,25,5.3,5.2,21.4,21.3,5.5,0.3,0.5,1,26.9,10.1,7.6,11.8,8.8,0.2135,0.5987,0.7108,0.2542,0.2485
41,39,4501,1400000US41039004501,41039004501,45.01,Lane,OR,Oregon,"Census Tract 45.01, Lane County, Oregon",2834,280,4311,1.493,0.6196,1.093,0.5896,0.4572,0.2149,0.8127,0.7213,2.2061,0.6225,0,0.64,0,0.9667,0,0,1.6067,0.7901,0.3853,0.7928,0.1127,1.2908,0.2533,0.7035,0.7666,0,1.4701,0.724,0.9093,0.9093,0.9093,7.483,0.8117,0.3141,0.3141,0.3141,0.7226,0.1261,0.3443,0.9319,0.8492,0.3107,0.3449,3.6297,0.5323,0.3108,0.0427,0.431,0,0.7845,0.0211,0,0.7121,0.7121,0.4124,5.4404,0.2813,0,1,0,1,0,2,0.4,0.67,7.63,0.72,36.35,0,44.66,0,93.41,0,0,100,84.64,14.89,86.26,100,0,100,16.2,42.6486,3.2,3.7,77.3,41.4384,4.6,12.2,12.5,8.4,11.6,0,0,1.2,21.8,11.2,5.3,15.8,7.3,0.0544,0.8225,0.2235,0.1023,0.6957
41,39,4502,1400000US41039004502,41039004502,45.02,Lane,OR,Oregon,"Census Tract 45.02, Lane County, Oregon",3353,310,2034,1.8454,0.7658,1.4454,0.8083,0.4572,0.2191,0.8448,0.7627,2.2838,0.6458,0,0.8577,0,0.9811,0,0,1.8388,0.8819,0.3853,0.8456,0.0179,1.2488,0.2196,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,7.8364,0.8638,0.3051,0.3051,0.3051,0.736,0.4338,0.6674,0.9018,0.8342,0.7154,0.3898,4.6784,0.7473,0.2212,0.0647,0.51,0.7695,1.5654,0.1738,0,0.7789,0.7789,0.4597,7.3278,0.5816,0,1,0,1,0,2,0.4,0.67,7.66,0.78,37.45,0,100,0,100,0,0,100,88.34,17.06,100,100,0,100,15.6,43.544,8.5,6.3,71.1,40.4255,11.1,13.4,10.8,11.2,12.7,5.2,0,1.9,21.1,11.3,4.5,17,7,0.0448,0.836,0.1118,0.0826,0.7971
41,39,4600,1400000US41039004600,41039004600,46,Lane,OR,Oregon,"Census Tract 46, Lane County, Oregon",2773,248,2296,1.1662,0.4507,0.9662,0.4905,0.4572,0.2149,0.6937,0.695,2.0608,0.5747,0,0.4444,0,0.8237,0,0,1.2681,0.6769,0.3853,0.8889,0.2007,1.4749,0.42,0.3619,0.4298,0,0.7917,0.3955,0.9093,0.9093,0.9093,6.5048,0.629,0.2528,0.2528,0.2528,0.5058,0.0981,0.5241,0.5574,0.8445,0.2234,0.3043,3.0576,0.4051,0.5436,0.5019,0.5585,0,1.604,0.1942,0.4558,0.4452,0.901,0.5622,5.8154,0.3372,0,1,0,0,0,1,0.2,0.67,7.63,0.57,35.67,0,7.84,0,20.81,0,0,100,91.25,13.78,12.74,37.15,0,100,12.6,30.2384,2.7,5,35.3,41.1252,3.6,11.1,16.4,22.1,13.4,0,0.5,0.2,24,10.9,6.4,13.7,7.8,0.0994,0.7741,0.4287,0.1444,0.4677
41,39,4700,1400000US41039004700,41039004700,47,Lane,OR,Oregon,"Census Tract 47, Lane County, Oregon",4327,438,4637,0.813,0.2442,0.613,0.2187,0.5508,0.2108,0.6647,0.6903,2.1166,0.5944,0,0,0,0.7532,0,0,0.7532,0.4632,0.3853,0.7655,0.0133,1.1641,0.1623,0.299,0.2625,0,0.5615,0.1956,0.9093,0.9093,0.9093,5.5047,0.402,0.236,0.236,0.236,0.6087,0.0981,0.5844,0.7871,0.7579,0.3195,0.122,3.2777,0.454,0.5867,0.1101,0.51,0.2137,1.4205,0.1138,0,0,0,0,4.9342,0.211,0,1,0,0,0,1,0.2,1,7.6,0.54,35.55,0,0,0,7.29,0,0,100,82.66,17.33,4.33,11.16,0,100,11.7,35.6196,2.7,5.5,55.2,36.0665,4.7,6.1,17.1,14.3,12.7,0.2,0,0,24.4,11.1,6.1,15.1,8.2,0.1122,0.8076,0.3665,0.1841,0.6272
41,39,4800,1400000US41039004800,41039004800,48,Lane,OR,Oregon,"Census Tract 48, Lane County, Oregon",4423,483,7060,1.3663,0.5582,0.9663,0.4906,0.5508,0.2071,0.6329,0.705,2.0958,0.587,0,0,0,0.8172,0,0,0.8172,0.497,0.3853,0.6186,0.0292,1.0331,0.098,0.4857,0.1673,0,0.653,0.2474,0.8878,0.8878,0.8878,5.4869,0.3982,0.4476,0.4476,0.4476,0.9407,0.226,0.7466,0.9389,0.9927,0.6815,0.6224,5.1488,0.8289,0.0617,0.0545,0.0512,0.6129,0.7803,0.0209,0,0.8679,0.8679,0.5304,7.2446,0.5681,0,1,0,1,0,2,0.4,1,7.57,0.51,35.94,0,0,0,19.24,0,0,100,71.33,16.56,32.51,0.01,0,99.91,25.4,64.8088,4.9,7.3,78.9,63.1735,10.3,20.2,6.6,10.1,5.3,2.3,0,3.6,15.5,12.3,2.9,19.9,5.1,0.0109,0.9233,0.0156,0.0219,0.9363
